text,label,clean_text
@JukeJuke_9 shit he prolly is other than that everybody else trash,offensive,shit he prolly is other than that everybody else trash
@JulesDanesy Cowboys fans are cunts? Stop the presses!,offensive,cowboys fans are cunts stop the presses
@JuliaDBrock Are we still talking about animals? I know some Asian folks that would love to see how you prepare your pussy before eating it.,offensive,are we still talking about animals i know some asian folks that would love to see how you prepare your pussy before eating it
@JuliaDBrock I'm not a bitch. Take it back.,offensive,im not a bitch take it back
@Julian_jval I totally think the something when bitches come across mine saying we are similar. Uh no &#9995;,offensive,i totally think the something when bitches come across mine saying we are similar uh no
@Juliet_Munguia bitch merry Christmas,offensive,bitch merry christmas
@JunDishes amen little mama. y does this old southern country bitch like you so much I don't know. but I do!,offensive,amen little mama y does this old southern country bitch like you so much i dont know but i do
@JunDishes block or mute the cunt,offensive,block or mute the cunt
"@JunDishes elissa would call me trash, vile, etc.!",normal,elissa would call me trash vile etc
"@JunDishes get a can of WASP SPRAY. it shoots out 20 feet and cheaper than bear spay or mace, works just as good",normal,get a can of wasp spray it shoots out feet and cheaper than bear spay or mace works just as good
@JunDishes or a southern bitch like me who will blow a persons heart out of their back w/one shot!!!!,offensive,or a southern bitch like me who will blow a persons heart out of their back wone shot
"@JunDishes thank god I'm just an "" old redneck bitch"" from Memphis ,Tn. And not a troll",offensive,thank god im just an old redneck bitch from memphis tn and not a troll
@JungleFeverFren fuck u nigger,hate,fuck u nigger
@JuniorMaye8 jus exsposin hoes on a whole different level &#128557;&#128514;,offensive,jus exsposin hoes on a whole different level
"@JusDahl I want some.....I'm so damn tired of being in the fucking kitchen, a bitch is hot and needs a glass of wine and a back rub",offensive,i want someim so damn tired of being in the fucking kitchen a bitch is hot and needs a glass of wine and a back rub
"@JusDahl bitch, wake up!",offensive,bitch wake up
"@JusDahl gross, ill stick with my galaxy, it will still receive those nips",offensive,gross ill stick with my galaxy it will still receive those nips
@JusDahl not nappy head hoe though &#128514;&#128514;,offensive,not nappy head hoe though
@Juss_Vinny @kkarleigh if he wants bitches tip toein on his marble floors he will &#128521;,offensive,if he wants bitches tip toein on his marble floors he will
@JustCurrieOn @Christooshifty aint nobody asked yo faggot ass for a comment i know you peeped already you gay thats what u do for a living,offensive,aint nobody asked yo faggot ass for a comment i know you peeped already you gay thats what u do for a living
@JustDoItSlow &#128530;FOREVER 21 hoes,normal,forever hoes
@JustDoItSlow on sale ass hoes,offensive,on sale ass hoes
@JustDoIt_Rob big titty bitch lmao fuck it good party,offensive,big titty bitch lmao fuck it good party
"@JustFemaIe @CheatingAdvice 
Where the fuck were you this summer bitch?",offensive,where the fuck were you this summer bitch
@JustKarahn bye hoe,offensive,bye hoe
@JustKarahn dnt use my shit against me hoe,offensive,dnt use my shit against me hoe
@JustKarahn negro please,offensive,negro please
@JustKarahn yes u hoe,offensive,yes u hoe
@JustTooMuchCake Lmao. it bel ike that nowadays,normal,lmao it bel ike that nowadays
@JustWordsx dont favorite me you faggot,offensive,dont favorite me you faggot
"@Just_this_time we need more opinionated bitches.

#MOAR",offensive,we need more opinionated bitches moar
@Justin_Baez shut the fuck up faggot ass Knicks cock sucker your opinion is irrelevant fag,offensive,shut the fuck up faggot ass knicks cock sucker your opinion is irrelevant fag
@Jwreich142 @SteveWorks4You teabaggers are extremely dumb...,offensive,teabaggers are extremely dumb
@KASSIGOD drinking away this stress. you got some new hoes for us?,offensive,drinking away this stress you got some new hoes for us
"@KCJHoop pretty sure you meant flight and not flite, dumb ass cracker.",offensive,pretty sure you meant flight and not flite dumb ass cracker
@KEIRRANicolee I didn't know you was following me hoe &#128514;,offensive,i didnt know you was following me hoe
"@KHShan @VictorB123 Oh but those last few that did.. Charlie, Wilma, Jeanne...",normal,oh but those last few that did charlie wilma jeanne
@KILLDion @h_christianne politics isn't twitter coon lol,offensive,politics isnt twitter coon lol
@KILLQuana choke on something hoe,offensive,choke on something hoe
@KILLQuana lmao cunt,offensive,lmao cunt
@KINGDOMMINDED__ @_lostb0y fuck off my pussy boi bitch,offensive,fuck off my pussy boi bitch
@KINGDOMMINDED__ @_lostb0y me bitch im tryna keep a clean track record the fuck bruh,offensive,me bitch im tryna keep a clean track record the fuck bruh
@KINSL3Y we dont love these hoes,offensive,we dont love these hoes
@KLSouth @Miss_Didi23 is an evil hate whitey racist who thinks Delbert Belton deserved it. @MaryForbes14 @EnemiesofDonnaJ @StephAnnAnson,hate,is an evil hate whitey racist who thinks delbert belton deserved it
"@KR3TZ3R15 Idk is she's actually from there lol, we followed a band. But we met a few bainbridgians. This bitch had like 4 teeth I swear lol",offensive,idk is shes actually from there lol we followed a band but we met a few bainbridgians this bitch had like teeth i swear lol
@K_forKicKs &#128514;&#128514;&#128514;&#128514; im joked out bitch you stupid!,offensive,im joked out bitch you stupid
@K_forKicKs likkadawgg turn up ya bitch...fw ya dawg man,offensive,likkadawgg turn up ya bitchfw ya dawg man
@K_forKicKs tf bitch you had brain surgery and aint tell me??!?,offensive,tf bitch you had brain surgery and aint tell me
@Kaaaat__ make that llama your bitch,offensive,make that llama your bitch
@Kaayyllee_ bitch. &#128530;,offensive,bitch
"@KaileenRenee lets get a group together &amp; do something negro, I'm home",offensive,lets get a group together amp do something negro im home
@KamRenee ugly nigger,hate,ugly nigger
"@KamalShaqi @Kevinnnnn_05 it's funny how this page quoted my tweet about the term ""camel jockey"" bc I AM a fucking Arab you dumbass &#128529;",offensive,its funny how this page quoted my tweet about the term camel jockey bc i am a fucking arab you dumbass
"@KassieHamilton @Ann_E_Lizabeth @erin_lehrer thanks kass I respect you. Not you Annie, you're a bitch.",offensive,thanks kass i respect you not you annie youre a bitch
"@KateWhineHall I starting laughing ""worked out""...not b/c I think its funny that you work...
*throws phone in trash over butchered subtweet",normal,i starting laughing worked outnot bc i think its funny that you work throws phone in trash over butchered subtweet
@KatieFraaancis bitch nigga,offensive,bitch nigga
@Katiebentel ily hoe cheer up pretti,offensive,ily hoe cheer up pretti
@Katieloukarl lol tell that hoe grow up ahaha,offensive,lol tell that hoe grow up ahaha
@KayFLiii fuck bitches,offensive,fuck bitches
@KayciMalynn I know nigs,offensive,i know nigs
"@KayciMalynn yo bitch, I miss you too.",offensive,yo bitch i miss you too
@KaylahPrettyMom lmao girlllaaaa I don't like em chunky anymore.&#128514;&#128514;&#128514;&#128514;&#128567;,normal,lmao girlllaaaa i dont like em chunky anymore
@KazAtta @thesaidabdi dont get it twisted said aint playin ny state of mind when bitches is around *clicks link*,offensive,dont get it twisted said aint playin ny state of mind when bitches is around clicks link
@KazAtta I woulda jus told skylar one night 'hey I got a flight in the mornin...you wit it or nah' while textin my brazilian bitch,offensive,i woulda jus told skylar one night hey i got a flight in the morninyou wit it or nah while textin my brazilian bitch
@KazAtta LOL this is why u my nig,offensive,lol this is why u my nig
@KazAtta he jus need to go to brazil get himself a bad brazilian bitch and jus relax,offensive,he jus need to go to brazil get himself a bad brazilian bitch and jus relax
"@KazAtta if yo girl let them in, she a hoe...she belong to the world, why u cuffing her",offensive,if yo girl let them in she a hoeshe belong to the world why u cuffing her
@KazAtta why is he stressin himself this nig can be livin lik meech before he went to prison,offensive,why is he stressin himself this nig can be livin lik meech before he went to prison
@KazAtta your welcome my nig #salute,offensive,your welcome my nig salute
@KebinBlodgett bitch your yuck,offensive,bitch your yuck
"@KeebitHalal @LogansWarning gotta love it when the islamofascist cow tries to make a retort about age, typical muzzie idiocy",hate,gotta love it when the islamofascist cow tries to make a retort about age typical muzzie idiocy
@KeenoKlutch im on that hoe now,offensive,im on that hoe now
@Keim_Hefner lmaooo hell naw nigga you must was playing school of blind and cripple,offensive,lmaooo hell naw nigga you must was playing school of blind and cripple
"@KeithOlbermann I feel the same way about the bigotry and racism of using the word ""redskins"".",normal,i feel the same way about the bigotry and racism of using the word redskins
@KeiveeB shut up bitch it ainn complete witout Money Melle n it,offensive,shut up bitch it ainn complete witout money melle n it
@KeiveeB yellow shirt hat turnt to da side,normal,yellow shirt hat turnt to da side
"@KellenDaniel along with the French blue and Buggs bunny VIIs, and the Oreo IVs. @LaJethroJenkins",normal,along with the french blue and buggs bunny viis and the oreo ivs
@Kellinquinn please acknowledge my existence you amazing son of a bitch,offensive,please acknowledge my existence you amazing son of a bitch
@KellyOsbourne do u still have ur blk. pom?,normal,do u still have ur blk pom
@KelseyHison @JODYHiGHROLLER see bitch this is why you have no friends,offensive,see bitch this is why you have no friends
"@Kelseyyvirginia @caylanashlee look here bitch if i wanted to be gramatically correct, i would have",offensive,look here bitch if i wanted to be gramatically correct i would have
@Kelseyyvirginia im talking about the pucture of the pussy cat you nit twit,offensive,im talking about the pucture of the pussy cat you nit twit
"@KenSuttling @LesleySuttling Him as well, They like their fried chicken,esp the spear chuckers.",offensive,him as well they like their fried chickenesp the spear chuckers
@KenSuttling @amhistorymuseum @Yankees He now resides on the Mantle piece.,normal,he now resides on the mantle piece
@KenSuttling Certainlt not the paddies,normal,certainlt not the paddies
@KenSuttling Man City and the Yankees have got together to form the 20th MLS club.They begin playing in 2015.,normal,man city and the yankees have got together to form the th mls clubthey begin playing in
"@KenSuttling Mr.Cox,the Chase me Charlie of his day.Bend over boy,while I conjugate your A**e",offensive,mrcoxthe chase me charlie of his daybend over boywhile i conjugate your ae
@KenSuttling Not taking Franks advice and he ate the yellow snow.,normal,not taking franks advice and he ate the yellow snow
@KenSuttling That twat Barry Hearne.It would seem to be all about there was no option for teams to share the venue.,offensive,that twat barry hearneit would seem to be all about there was no option for teams to share the venue
@KenSuttling The spear chuckers are flooding into Upton Park.,normal,the spear chuckers are flooding into upton park
@KenSuttling Yankees beat then in the Grapefruit league the other day.,normal,yankees beat then in the grapefruit league the other day
"@KenSuttling Yankees playing tonight in the Bronx,3rd game of the current series against the diamondbacks",normal,yankees playing tonight in the bronxrd game of the current series against the diamondbacks
